method,query_id,query,rank,pmid,title,score,url,relevance
tfidf,10,chest pain difficulty breathing,4,42158683,A case report of X-linked agammaglobulinemia complicated with necrotic pneumonia.,5.614867219254827,https://pubmed.ncbi.nlm.nih.gov/42158683/,1
tfidf,10,chest pain difficulty breathing,5,42187468,Low-Effort Respiratory Function Estimation with a Soft Wearable Digital Spirometry Patch.,4.492269924159397,https://pubmed.ncbi.nlm.nih.gov/42187468/,1
tfidf,10,chest pain difficulty breathing,6,42205504,Breath-by-breath: unmasking cardio-respiratory conditions through capnography waveforms - the general breathing record study.,4.344817717744085,https://pubmed.ncbi.nlm.nih.gov/42205504/,2
tfidf,10,chest pain difficulty breathing,7,42157124,"Prevalence, associated factors and treatment prescriptions for community-acquired pneumonia: a cross-sectional study at the largest children's hospital in the Ashanti Region, Ghana.",4.344817717744085,https://pubmed.ncbi.nlm.nih.gov/42157124/,1
tfidf,10,chest pain difficulty breathing,8,42173973,"A randomized controlled trial of adjunctive speleotherapy in asthma, COPD and long COVID.",4.096985513770268,https://pubmed.ncbi.nlm.nih.gov/42173973/,1
tfidf,10,chest pain difficulty breathing,9,42171395,Assessment of childhood pneumonia management and outcomes at primary healthcare centres in Islamabad and Rawalpindi: an observational cohort study from Pakistan.,3.8387761082129015,https://pubmed.ncbi.nlm.nih.gov/42171395/,1
tfidf,10,chest pain difficulty breathing,10,42158133,Effectiveness of traditional Chinese Medicine Breathing-Daoyin Rehabilitation Techniques on lung function and exercise endurance in COPD: a systematic review and meta-analysis.,3.6030693806184377,https://pubmed.ncbi.nlm.nih.gov/42158133/,2
bm25,1,shortness of breath chest tightness,1,42158705,Clinical characteristics and prognostic factors influencing respiratory syncytial virus pneumonia in children with atopy: a retrospective cohort study.,26.15596678524404,https://pubmed.ncbi.nlm.nih.gov/42158705/,2
bm25,1,shortness of breath chest tightness,2,42181381,Atraumatic Transdiaphragmatic Intercostal Hernia Following a Coughing Spell: A Case Report.,23.84996076659311,https://pubmed.ncbi.nlm.nih.gov/42181381/,1
bm25,1,shortness of breath chest tightness,3,42207455,Asthma daytime and nighttime symptom diaries: content validity and qualitative exploration of meaningful change in patients with moderate-to-severe asthma.,17.721159556298133,https://pubmed.ncbi.nlm.nih.gov/42207455/,2
bm25,1,shortness of breath chest tightness,4,42192344,Diagnosis and management of mixed Chlamydia abortus and psittaci pneumonia guided by metagenomic next-generation sequencing: a case report.,16.264896171393783,https://pubmed.ncbi.nlm.nih.gov/42192344/,2
bm25,1,shortness of breath chest tightness,5,42181565,Construction of a nomogram combining CT and serum markers for predicting macrolide resistance gene mutation status in pediatric Mycoplasma pneumoniae pneumonia.,14.299908803467146,https://pubmed.ncbi.nlm.nih.gov/42181565/,2
bm25,1,shortness of breath chest tightness,6,42175403,Mycobacterium avium complex pulmonary disease in rheumatoid arthritis-associated interstitial lung disease under non-biologic immunomodulatory therapy: A case report.,11.655763419271208,https://pubmed.ncbi.nlm.nih.gov/42175403/,1
bm25,1,shortness of breath chest tightness,7,42200999,"Chronic Obstructive Pulmonary Disease and Asthma Among Workers and Residents of Navanakorn Industrial Zone, Thailand.",9.677181631404611,https://pubmed.ncbi.nlm.nih.gov/42200999/,2
bm25,1,shortness of breath chest tightness,8,42158656,"Asthma: onset at young, persist when grow up.",8.39984666075111,https://pubmed.ncbi.nlm.nih.gov/42158656/,1
bm25,1,shortness of breath chest tightness,9,42185817,Inspiratory capacity and inhalation techniques evaluated and training by digital therapy comprehensive management platform in COPD patients.,7.3777980287011875,https://pubmed.ncbi.nlm.nih.gov/42185817/,1
bm25,1,shortness of breath chest tightness,10,42201195,"Fractional Exhaled Nitric Oxide in Children with Non-Cystic Fibrosis Bronchiectasis: Associations with Etiology, Lung Function, and CT Extent.",7.372685922271955,https://pubmed.ncbi.nlm.nih.gov/42201195/,1
bm25,2,persistent cough wheezing asthma,1,42181567,"Association between a four-locus gene model including IL13, IL4, FCER1B, and ADRB2 and asthma outcomes.",14.701829287681225,https://pubmed.ncbi.nlm.nih.gov/42181567/,2
bm25,2,persistent cough wheezing asthma,2,42194236,"Severe Asthma Exacerbations in the Pediatric Intensive Care Unit: Clinical Profile, Management, and Outcomes-Retrospective Study.",14.047337498567575,https://pubmed.ncbi.nlm.nih.gov/42194236/,2
bm25,2,persistent cough wheezing asthma,3,42161543,"Association of early-life human rhinovirus and respiratory syncytial virus infections with childhood asthma: a cohort study in Suzhou, China.",13.701523297880955,https://pubmed.ncbi.nlm.nih.gov/42161543/,2
bm25,2,persistent cough wheezing asthma,4,42158776,Actinomyces graevenitzii Detected in a Case of Endobronchial Actinomycosis Caused by Foreign Body Aspiration: A Case Report.,13.392621026936714,https://pubmed.ncbi.nlm.nih.gov/42158776/,0
bm25,2,persistent cough wheezing asthma,5,42207455,Asthma daytime and nighttime symptom diaries: content validity and qualitative exploration of meaningful change in patients with moderate-to-severe asthma.,12.519439065346624,https://pubmed.ncbi.nlm.nih.gov/42207455/,2
bm25,2,persistent cough wheezing asthma,6,42158656,"Asthma: onset at young, persist when grow up.",12.237307130611269,https://pubmed.ncbi.nlm.nih.gov/42158656/,2
bm25,2,persistent cough wheezing asthma,7,42213688,Assessment of knowledge on self-management and level of asthma control among patients attending a tertiary care center in Nepal: A cross-sectional study.,12.128184059240912,https://pubmed.ncbi.nlm.nih.gov/42213688/,2
bm25,2,persistent cough wheezing asthma,8,42198667,Persistent Olfactory Dysfunction Three Years After COVID-19: A Multicenter Observational Study.,11.27179628466217,https://pubmed.ncbi.nlm.nih.gov/42198667/,0
bm25,2,persistent cough wheezing asthma,9,42181106,Efficacy of Adding Intravenous Methylprednisolone to Nebulized Budesonide in RSV Pneumonia: Modification by Bacterial Co-Infection - A Retrospective Cohort Study.,11.166532536214342,https://pubmed.ncbi.nlm.nih.gov/42181106/,1
bm25,2,persistent cough wheezing asthma,10,42180379,Rental housing may contribute to racial and ethnic disparities in upper respiratory infections.,10.56978378085557,https://pubmed.ncbi.nlm.nih.gov/42180379/,1
bm25,3,fever cough pneumonia,1,42175396,Clinical characteristics and predictors of Mycoplasma pneumoniae pneumonia coinfection with Bordetella pertussis in children.,14.533977908272709,https://pubmed.ncbi.nlm.nih.gov/42175396/,2
bm25,3,fever cough pneumonia,2,42157124,"Prevalence, associated factors and treatment prescriptions for community-acquired pneumonia: a cross-sectional study at the largest children's hospital in the Ashanti Region, Ghana.",9.99854461231086,https://pubmed.ncbi.nlm.nih.gov/42157124/,2
bm25,3,fever cough pneumonia,3,42211166,A case of Nocardia asiatica pneumonia: Relapse caused by trimethoprim-sulfamethoxazole treatment nonadherence.,9.716110986064589,https://pubmed.ncbi.nlm.nih.gov/42211166/,2
